iter	Logloss
235	0.02828661365
236	0.02805632934
237	0.02779107532
238	0.02749294772
239	0.02722336834
240	0.0269620114
241	0.02670107556
242	0.02649821434
243	0.0262586384
244	0.02605929147
245	0.02584716923
246	0.02562465032
247	0.0253606113
248	0.02511420388
249	0.02487861042
250	0.02460606427
251	0.02441512589
252	0.02421043185
253	0.02403823225
254	0.02382460979
255	0.02364542692
256	0.02352065049
257	0.02330471924
258	0.02320381742
259	0.02298121372
260	0.02277190362
261	0.02256415214
262	0.02240978097
263	0.02222344981
264	0.02203070128
265	0.02187013968
266	0.02166199056
267	0.02148798987
268	0.02129925918
269	0.02115370204
270	0.02099591736
271	0.02091379404
272	0.02075608325
273	0.02066131854
274	0.02052901402
275	0.02037489939
276	0.02021878939
277	0.02007550856
278	0.01996293013
279	0.01981467429
280	0.01971658843
281	0.01957707681
282	0.01942302745
283	0.01927985908
284	0.01912640654
285	0.01898007482
286	0.01883658203
287	0.01875160071
288	0.01861124109
289	0.01847257066
290	0.01832723871
291	0.01820534952
292	0.01805851683
293	0.0179548737
294	0.01780926264
295	0.01772432318
296	0.01758732607
297	0.01748904807
298	0.01747849658
299	0.01734260765
300	0.01724357841
301	0.01711743095
302	0.01699585883
303	0.01688487911
304	0.01684726581
305	0.01674442251
306	0.01662474196
307	0.01649692882
308	0.01637793051
309	0.01627383568
310	0.01617208495
311	0.01605257687
312	0.01595030758
313	0.01587221532
314	0.01581044
315	0.01569510614
316	0.01561417157
317	0.01553157363
318	0.01542537602
319	0.01532836718
320	0.01521291916
321	0.01510862798
322	0.01499103166
323	0.01489575995
324	0.01478798017
325	0.01468889736
326	0.01460962088
327	0.01450007943
328	0.01444518049
329	0.01439627793
330	0.01430083554
331	0.01422773773
332	0.01421684372
333	0.01414295856
334	0.01405593643
335	0.01397402448
336	0.01395604178
337	0.01386290661
338	0.01380405733
339	0.01371182121
340	0.01362890598
341	0.01357721066
342	0.01349950352
343	0.01349345871
344	0.0134899813
345	0.01342864271
346	0.0133393468
347	0.01328884821
348	0.01323968238
349	0.01319723422
350	0.01310566079
351	0.0130327413
352	0.01295555861
353	0.01292615473
354	0.01292302544
355	0.01284745711
356	0.01278328397
357	0.01271621868
358	0.0126416141
359	0.0125769751
360	0.01254678856
361	0.01247717473
362	0.01240076391
363	0.0123451909
364	0.01226960667
365	0.01220777063
366	0.01215902936
367	0.01209763645
368	0.01204620296
369	0.01201137827
370	0.01193925105
371	0.01192663778
372	0.0118579645
373	0.01180698344
374	0.01176339933
375	0.01169966278
376	0.01163458574
377	0.01157304498
378	0.0115091378
379	0.01147125107
380	0.01141904037
381	0.01135637422
382	0.01131679591
383	0.01127574865
384	0.01123870358
385	0.01121267392
386	0.01115830798
387	0.01108823115
388	0.01103776658
389	0.01098479247
390	0.0109539878
391	0.01090854946
392	0.01086190003
393	0.01080503957
394	0.01077730459
395	0.01071805857
396	0.01067097175
397	0.0106502501
398	0.01062062492
399	0.01056721641
400	0.01051812959
401	0.01051244322
402	0.01046194238
403	0.01040976531
404	0.01034915767
405	0.01029269071
406	0.01023945197
407	0.01020058649
408	0.01019809269
409	0.01016563927
410	0.0101040444
411	0.010053377
412	0.01000851267
413	0.009960454041
414	0.009939108732
415	0.009898430977
416	0.009860989408
417	0.009825781354
418	0.009777337799
419	0.009725558241
420	0.009679360769
421	0.009626430371
422	0.00958056713
423	0.009527567824
424	0.009483201214
425	0.009441501183
426	0.009420547231
427	0.009374757311
428	0.009358987693
429	0.009352863513
430	0.009334751764
431	0.009295426202
432	0.009252660537
433	0.009229683531
434	0.009191823662
435	0.009170692842
436	0.009137328017
437	0.00908952419
438	0.009050049838
439	0.009028887512
440	0.008990507865
441	0.008988833609
442	0.008949333986
443	0.008911033414
444	0.008871615858
445	0.008831970423
446	0.008828589918
447	0.008805892386
448	0.008761847068
449	0.008747897997
450	0.008723390378
451	0.008713670809
452	0.008665586375
453	0.008622270949
454	0.008577713183
455	0.008542757124
456	0.00850478806
457	0.008466409204
458	0.008424596807
459	0.008398289544
460	0.008379135596
461	0.008337555669
462	0.008304690276
463	0.008289625932
464	0.008247286347
465	0.008213490214
466	0.008209312701
467	0.008196505251
468	0.008160400324
469	0.00813895927
470	0.008124692445
471	0.008122837003
472	0.008103200091
473	0.008065764307
474	0.008022862707
475	0.007987467577
476	0.007980505573
477	0.00794809535
478	0.007937677034
479	0.007912142251
480	0.007883614169
481	0.007853339888
482	0.007827547936
483	0.007795738358
484	0.007778648787
485	0.007746692872
486	0.007705446512
487	0.007682116335
488	0.007651860393
489	0.007617612636
490	0.007605380628
491	0.007586912639
492	0.007553935154
493	0.007520623403
494	0.007489300005
495	0.007453038694
496	0.007431979971
497	0.007417987552
498	0.00739653717
499	0.00738013299
500	0.007352940553
501	0.007322206567
502	0.007295336223
503	0.007282797011
504	0.007270268782
505	0.007265078108
506	0.007264177397
507	0.007237512116
508	0.007226463119
509	0.007215829097
510	0.007212070808
511	0.007203455751
512	0.007201606636
513	0.007166314119
514	0.007140973447
515	0.007139695526
516	0.007110546702
517	0.007100771574
518	0.007076057063
519	0.007050005973
520	0.007032018162
521	0.007019200062
522	0.007013996802
523	0.007010194951
524	0.006979700832
525	0.006950998568
526	0.006917665806
527	0.00688906886
528	0.006863417236
529	0.006835787569
530	0.006832682679
531	0.006825054036
532	0.006804840967
533	0.006778839883
534	0.006776478255
535	0.006768130346
536	0.006757011265
537	0.006736657708
538	0.006721780824
539	0.006694345688
540	0.006673324397
541	0.006663661269
542	0.006643944935
543	0.006613479491
544	0.006584873206
545	0.006554683118
546	0.006527274206
547	0.00652167778
548	0.006514251271
549	0.006488040269
550	0.006474844143
551	0.006452498194
552	0.006437814593
553	0.006429061276
554	0.006404453066
555	0.00638799573
556	0.006368621723
557	0.006347695185
558	0.006324077292
559	0.00631619674
560	0.0063063942
561	0.006282967976
562	0.006260640347
563	0.006257107942
564	0.006234112654
565	0.006212159691
566	0.00619110389
567	0.006186747143
568	0.00617692955
569	0.006151685758
570	0.006126434343
571	0.006116237373
572	0.006115009244
573	0.006107617361
574	0.006106514977
575	0.006092710708
576	0.006071259014
577	0.006060844665
578	0.006043690492
579	0.006022887041
580	0.006016339545
581	0.005996919918
582	0.005984587602
583	0.005963840821
584	0.005942886335
585	0.005931859888
586	0.005908314545
587	0.005888180404
588	0.005884300395
589	0.005860199979
590	0.005855893621
591	0.005833638446
592	0.005813807989
593	0.005807486233
594	0.00579428787
595	0.005782267009
596	0.00577679986
597	0.005753720091
598	0.005747639709
599	0.005738706114
600	0.005736878529
601	0.005730485804
602	0.005712194117
603	0.005693430254
604	0.005685790397
605	0.005664598759
606	0.005652651196
607	0.005635515591
608	0.005617577778
609	0.00560824707
610	0.005598316776
611	0.00557952138
612	0.00556084431
613	0.005552357956
614	0.005550692032
615	0.00554975165
616	0.00553121479
617	0.005509877475
618	0.00549281188
619	0.005484074009
620	0.005475683282
621	0.00546904084
622	0.005452100831
623	0.00544473522
624	0.00543221138
625	0.005414780797
626	0.005391878262
627	0.005374265491
628	0.005374268776
629	0.005360192081
630	0.005342478944
631	0.005330884014
632	0.005320518178
633	0.00531613756
634	0.005296766979
635	0.005280503606
636	0.005263406014
637	0.005257341601
638	0.005256725465
639	0.005239039023
640	0.005232927351
641	0.005215614913
642	0.00519791393
643	0.005182063973
644	0.005165684941
645	0.005147704582
646	0.005130726744
647	0.005113320412
648	0.005108803496
649	0.005098909828
650	0.005095488899
651	0.005090982548
652	0.005077367256
653	0.005062207635
654	0.005054807192
655	0.005052571982
656	0.005035642959
657	0.005031710718
658	0.005029826225
659	0.005010995626
660	0.00500694404
661	0.005000004299
662	0.004998193204
663	0.004982149779
664	0.004965361831
665	0.004956285259
666	0.004938084883
667	0.004930889514
668	0.004915838999
669	0.004909733515
670	0.004904948984
671	0.004902520702
672	0.004900019182
673	0.004897082379
674	0.004884170802
675	0.004877658468
676	0.00487099729
677	0.004863567506
678	0.004849791063
679	0.004837976869
680	0.004825526021
681	0.004816362015
682	0.004804086271
683	0.004790177778
684	0.004788050047
685	0.004786028279
686	0.004768793653
687	0.004766468779
688	0.004760690865
689	0.004747875258
690	0.004734115087
691	0.004728257886
692	0.00471584709
693	0.004713661622
694	0.004713402097
695	0.004704799926
696	0.004697254135
697	0.004692069525
698	0.004684057592
699	0.004674856205
700	0.004668470825
701	0.004651792663
702	0.004640665646
703	0.004627282668
704	0.004614355245
705	0.004611692955
706	0.004597444793
707	0.004595119202
708	0.004582576532
709	0.004581652402
710	0.004577146956
711	0.004564593231
712	0.004560004081
713	0.004548981034
714	0.004536287076
715	0.004521241877
716	0.004506407331
717	0.004505181324
718	0.004492708666
719	0.004489601541
720	0.004477032251
721	0.00446063007
722	0.004448536077
723	0.004445975511
724	0.004440660462
725	0.004438126758
726	0.00442558858
727	0.004411671962
728	0.004396722269
729	0.004383751182
730	0.004369333593
731	0.004363673176
732	0.004352932178
733	0.00433904434
734	0.004326593147
735	0.004323353446
736	0.004309267542
737	0.004298555891
738	0.004284047362
739	0.004280506416
740	0.004275100543
741	0.004266071674
742	0.004264365207
743	0.004259001642
744	0.004251783331
745	0.004238784096
746	0.004236618634
747	0.004224315839
748	0.004214262848
749	0.004207772695
750	0.004197496548
751	0.004186466462
752	0.00417523102
753	0.004169452867
754	0.00416388999
755	0.004159692256
756	0.004148588576
757	0.004136671398
758	0.004128779797
759	0.004117652193
760	0.004116480015
761	0.004103285317
762	0.00409275704
763	0.00408565603
764	0.004074080375
765	0.004060792886
766	0.004047109175
767	0.004034738247
768	0.004022157539
769	0.004010645304
770	0.004005254054
771	0.004005159389
772	0.003993527628
773	0.003990224005
774	0.003988881448
775	0.003985482046
776	0.003975110386
777	0.003975130834
778	0.003973323977
779	0.003970881866
780	0.003962033442
781	0.003955960296
782	0.003954352718
783	0.003944782582
784	0.003934070307
785	0.003933034897
786	0.003923275786
787	0.003923320266
788	0.003913155048
789	0.003902719077
790	0.003895106322
791	0.0038857544
792	0.003875449385
793	0.00386468418
794	0.00385193714
795	0.003846134262
796	0.00383556801
797	0.003833779208
798	0.003832162588
799	0.003822199471
800	0.003811449256
801	0.003809633976
802	0.003798559084
803	0.003788680733
804	0.003786956459
805	0.00378499647
806	0.003784079169
807	0.003774373514
808	0.003772189844
809	0.003770268028
810	0.00375986541
811	0.003758836671
812	0.003749427053
813	0.00374804325
814	0.003741016746
815	0.003737335959
816	0.003727770706
817	0.003726062777
818	0.003720875379
819	0.003710688168
820	0.003700491736
821	0.003696074686
822	0.003686013921
823	0.003682216185
824	0.003672844701
825	0.003669838236
826	0.003661424852
827	0.003656811157
828	0.003655711808
829	0.003645702249
830	0.003643696505
831	0.003642860832
832	0.0036387084
833	0.003636844192
834	0.003626620659
835	0.003617322312
836	0.003609358063
837	0.003598987851
838	0.003597692084
839	0.003589981047
840	0.003584713763
841	0.003583060056
842	0.003581340218
843	0.00357194884
844	0.003567569234
845	0.00355889839
846	0.003553653502
847	0.003544309613
848	0.003535934537
849	0.003526164823
850	0.003525851719
851	0.003517569439
852	0.003508035169
853	0.00350051659
854	0.003491661837
855	0.003481785058
856	0.003478248819
857	0.003476048523
858	0.00347496569
859	0.003466401204
860	0.003464959098
861	0.003462005053
862	0.003454279878
863	0.003450829886
864	0.003442509987
865	0.003439460347
866	0.003432574294
867	0.003424066692
868	0.003422407691
869	0.003418138568
870	0.003416961171
871	0.003408518393
872	0.003399784849
873	0.003389602001
874	0.003385976569
875	0.003377415602
876	0.003369435411
877	0.003362105605
878	0.00335833504
879	0.003350503643
880	0.003342932319
881	0.003342951822
882	0.003334664775
883	0.00333239389
884	0.003326277395
885	0.003320060929
886	0.003312002433
887	0.003304358967
888	0.003303120862
889	0.003302019586
890	0.003294072824
891	0.00329322709
892	0.003292270295
893	0.003288213554
894	0.003287202873
895	0.003279613622
896	0.00327189311
897	0.00326448262
898	0.003256427621
899	0.00325497592
900	0.003254618489
901	0.003251603081
902	0.003249677698
903	0.00324662448
904	0.003245693153
905	0.003245667187
906	0.003244529615
907	0.003244560774
908	0.00324364791
909	0.003243681096
910	0.003235542866
911	0.003233121858
912	0.003231852554
913	0.003227280396
914	0.003219722161
915	0.003212765245
916	0.003204471285
917	0.003197742617
918	0.00319774281
919	0.00319472513
920	0.003192131068
921	0.00318448839
922	0.003181499913
923	0.003174449107
924	0.003174405492
925	0.003167236854
926	0.003166945815
927	0.003160362054
928	0.003152527656
929	0.003145928063
930	0.003144919843
931	0.003142138969
932	0.00313515702
933	0.003128667809
934	0.003127637283
935	0.003126521495
936	0.00311924474
937	0.00311165996
938	0.00311140538
939	0.003104509802
940	0.003101513113
941	0.003098051922
942	0.003098042849
943	0.003095783253
944	0.003094832504
945	0.003087641323
946	0.003081675821
947	0.00307494469
948	0.00307163276
949	0.003070386873
950	0.003063213588
951	0.003062427078
952	0.003059559193
953	0.003052332628
954	0.003050720855
955	0.003045117353
956	0.003044619481
957	0.003037753551
958	0.003036771368
959	0.003035871821
960	0.003029728536
961	0.003029725546
962	0.003028211327
963	0.003028120903
964	0.00302810071
965	0.003025168873
966	0.003022570535
967	0.003021230224
968	0.003020039683
969	0.00301886121
970	0.003017454377
971	0.003012185083
972	0.003010377673
973	0.003004451796
974	0.003002879142
975	0.002996200349
976	0.002994402777
977	0.002988821542
978	0.002988562982
979	0.002981310064
980	0.002979845902
981	0.002974062397
982	0.002974079559
983	0.002973359481
984	0.002972476888
985	0.002971480212
986	0.002965142215
987	0.002964092384
988	0.002957595612
989	0.002957039881
990	0.002950291259
991	0.002945746839
992	0.002937693903
993	0.002937679808
994	0.002936947071
995	0.002934495409
996	0.002932213544
997	0.002925579338
998	0.00292402668
999	0.00291755994
